user_id,author,linkOfAuthorProfile,desc,followers
reecealthoff,Reece Althoff,https://towardsdatascience.com/@reecealthoff?source=collection_archive---------26-----------------------,,0
canbayar91,Can Bayar,https://towardsdatascience.com/@canbayar91?source=collection_archive---------30-----------------------,,0
travis-cooper749,Travis Cooper,https://towardsdatascience.com/@travis-cooper749?source=collection_archive---------42-----------------------,,0
pronojitsaha,Pronojit Saha,https://towardsdatascience.com/@pronojitsaha?source=collection_archive---------32-----------------------,,0
nishanpradhan,Nishan Pradhan,https://towardsdatascience.com/@nishanpradhan?source=collection_archive---------45-----------------------,Hedge Fund Risk Analyst | Data Science Enthusiast | Finance,0
connacher-murphy,Connor Murphy,https://towardsdatascience.com/@connacher-murphy?source=collection_archive---------48-----------------------,,0
farsipal,Michael Kamfonas,https://towardsdatascience.com/@farsipal?source=collection_archive---------49-----------------------,,0
dan-riskin,Dan Riskin,https://towardsdatascience.com/@dan-riskin?source=collection_archive---------51-----------------------,,0
sohini_55473,Dr. Sohini Roychowdhury,https://towardsdatascience.com/@sohini_55473?source=collection_archive---------1-----------------------,Curriculum Director @ ,64
elizabethobee,Elizabeth Obee,https://towardsdatascience.com/@elizabethobee?source=collection_archive---------6-----------------------,,0
nicolas-martin,Nicolas MARTIN,https://towardsdatascience.com/@nicolas-martin?source=collection_archive---------9-----------------------,,0
michaelazimov,Michael Azimov,https://towardsdatascience.com/@michaelazimov?source=collection_archive---------1-----------------------,Backend Software Developer @Fundbox,0
charudattamanwatkar,Charudatta Manwatkar,https://towardsdatascience.com/@charudattamanwatkar?source=collection_archive---------0-----------------------,,0
vopani,Rohan Rao,https://towardsdatascience.com/@vopani?source=collection_archive---------4-----------------------,,0
nikita_kiselov,Nikita Kiselov,https://towardsdatascience.com/@nikita_kiselov?source=collection_archive---------4-----------------------,ML Engineer @ Neurons-Lab | Making researches in the area of Deep Learning | IoT student at NULP,18
maggiemhanna_60065,Maggie MHANNA,https://towardsdatascience.com/@maggiemhanna_60065?source=collection_archive---------1-----------------------,Data Scientist at Renault Digital,69
denblackwood,Denisa Blackwood,https://towardsdatascience.com/@denblackwood?source=collection_archive---------6-----------------------,,0
s1mon,Simon Johnson,https://towardsdatascience.com/@s1mon?source=collection_archive---------2-----------------------,Cloud data distribution (,1
moein.shariatnia,Moein Shariatnia,https://towardsdatascience.com/@moein.shariatnia?source=collection_archive---------8-----------------------,"Deep Learning, Machine Learning, Web Development enthusiastic! Studying Medicine",61
patrickpichler,Patrick Pichler,https://towardsdatascience.com/@patrickpichler?source=collection_archive---------15-----------------------,,0
vanderspek-david,David van der Spek,https://towardsdatascience.com/@vanderspek-david?source=collection_archive---------10-----------------------,,0
gabrielgilling,Gabrielgilling,https://towardsdatascience.com/@gabrielgilling?source=collection_archive---------10-----------------------,,0
nschmidtg,Nicolás Schmidt,https://towardsdatascience.com/@nschmidtg?source=collection_archive---------12-----------------------,,0
unisaacarroyov,Isaac Arroyo,https://towardsdatascience.com/@unisaacarroyov?source=collection_archive---------9-----------------------,,0
hughesadam87,Adam Hughes,https://towardsdatascience.com/@hughesadam87?source=collection_archive---------0-----------------------,,0
grondin-js,Jean-Sébastien Grondin,https://towardsdatascience.com/@grondin-js?source=collection_archive---------10-----------------------,,0
guzman-annes,Arnaud Guzman-Annès,https://towardsdatascience.com/@guzman-annes?source=collection_archive---------16-----------------------,,0
amal-hasni,Amal Hasni,https://towardsdatascience.com/@amal-hasni?source=collection_archive---------3-----------------------,,0
kendricng,Kendric Ng,https://towardsdatascience.com/@kendricng?source=collection_archive---------1-----------------------,Data Scientist at FAANG. Land your role in data science at ,87
isabelle-augenstein,Isabelle Augenstein,https://towardsdatascience.com/@isabelle-augenstein?source=collection_archive---------13-----------------------,Associate Professor in Natural Language Processing and Machine Learning at the University of Copenhagen,50
robertdzudzar,Robert Dzudzar,https://towardsdatascience.com/@robertdzudzar?source=collection_archive---------18-----------------------,Astrophysicist and Data Scientist,8
lowe-james,James Lowe,https://towardsdatascience.com/@lowe-james?source=collection_archive---------20-----------------------,,0
mrsalehi,Mohammadreza Salehi,https://towardsdatascience.com/@mrsalehi?source=collection_archive---------14-----------------------,,0
elad-cohen,Elad Cohen,https://towardsdatascience.com/@elad-cohen?source=collection_archive---------3-----------------------,,0
arunm8489,Arun Mohan,https://towardsdatascience.com/@arunm8489?source=collection_archive---------14-----------------------,,0
adithya-narayanan,Adithya L Narayanan,https://towardsdatascience.com/@adithya-narayanan?source=collection_archive---------21-----------------------,,0
rvmerle,Robin van Merle,https://towardsdatascience.com/@rvmerle?source=collection_archive---------17-----------------------,,0
fernandobarbalho,Fernando Barbalho,https://towardsdatascience.com/@fernandobarbalho?source=collection_archive---------17-----------------------,,0
jess-analytics,Jessica Uwoghiren,https://towardsdatascience.com/@jess-analytics?source=collection_archive---------5-----------------------,,0
sateniksafaryan,Satenik Safaryan,https://towardsdatascience.com/@sateniksafaryan?source=collection_archive---------15-----------------------,,0
ryancburke8,Ryan Burke,https://towardsdatascience.com/@ryancburke8?source=collection_archive---------8-----------------------,,0
vincenttzc,Vincent Tan,https://towardsdatascience.com/@vincenttzc?source=collection_archive---------5-----------------------,,0
ckranish,Clif Kranish,https://towardsdatascience.com/@ckranish?source=collection_archive---------29-----------------------,Explorer of data and bicycle routes. Leader in agile product management for data access and data preparation.,11
carniato.luca,Luca Carniato,https://towardsdatascience.com/@carniato.luca?source=collection_archive---------17-----------------------,Scientific software engineer,3
joshuabanksmailman,"Joshua Banks Mailman, Ph.D.",https://towardsdatascience.com/@joshuabanksmailman?source=collection_archive---------7-----------------------,,0
jessiexxu,Jessie Xu,https://towardsdatascience.com/@jessiexxu?source=collection_archive---------10-----------------------,,0
alexanderdamen40014,Alexander Damen,https://towardsdatascience.com/@alexanderdamen40014?source=collection_archive---------6-----------------------,"My name is Alexander and I hold two master degrees (both obtained at KULeuven, Belgium): one in Bioscience Engineering (aimed towards multivariate statistics) and one in Artificial Intelligence. From a professional context, I have several years of experience with hyperspectral data and low-latency classification and regression problems. I have a deep interest in the mathematical/statistical background of machine learning algorithms. I am mostly focussed on creating solutions that take into account the characteristics of the available data, therefore this process often results in custom-made algorithms or pre-processing steps. In my spare time I love to dive into the domain of time series, more specifically algorithmic trading.",8
vishesh-khemani,"Vishesh Khemani, Ph.D.",https://towardsdatascience.com/@vishesh-khemani?source=collection_archive---------19-----------------------,,0
henry-greeley,Henry Greeley,https://towardsdatascience.com/@henry-greeley?source=collection_archive---------24-----------------------,Data Analyst | Engineer | Scientist | Enthusiast,2
vahe-hakobyan,Vahe Hakobyan,https://towardsdatascience.com/@vahe-hakobyan?source=collection_archive---------19-----------------------,,0
ashchk,Ashis Chakraborty,https://towardsdatascience.com/@ashchk?source=collection_archive---------4-----------------------,,0
oscargoodloe,Oscar Goodloe,https://towardsdatascience.com/@oscargoodloe?source=collection_archive---------19-----------------------,,0
l1-aeg,Elvan Aydemir,https://towardsdatascience.com/@l1-aeg?source=collection_archive---------11-----------------------,,0
namratakapoor1,Namrata Kapoor,https://towardsdatascience.com/@namratakapoor1?source=collection_archive---------13-----------------------,,0
paul-bruffett,Paul Bruffett,https://towardsdatascience.com/@paul-bruffett?source=collection_archive---------34-----------------------,,0
stefanbogdan,Stefan Bogdan,https://towardsdatascience.com/@stefanbogdan?source=collection_archive---------27-----------------------,,0
olafwrieden,Olaf Wrieden,https://towardsdatascience.com/@olafwrieden?source=collection_archive---------22-----------------------,"I’m Olaf, a Cloud Solution Architect with a passion for globally impactful projects.",8
kabirnagrecha,Kabir Nagrecha,https://towardsdatascience.com/@kabirnagrecha?source=collection_archive---------35-----------------------,,0
nojeshua,Jeshua Bratman,https://towardsdatascience.com/@nojeshua?source=collection_archive---------23-----------------------,,0
garetcorentin,Corentin Garet,https://towardsdatascience.com/@garetcorentin?source=collection_archive---------29-----------------------,"I recently graduated from a business school and decided to acquire skills in data science. I took part of Le Wagon batch #552 in Paris, ending the bootcamp with a project on Speech Sentimental Recognition. I am looking to collaborate (and learn!) on data analysis & data science projects. To reach me, don't hesitate to send me an email at ",5
zukaschikume,Bartosz Szabłowski,https://towardsdatascience.com/@zukaschikume?source=collection_archive---------24-----------------------,"I am a Data Scientist, at work and in life. It’s my passion.",72
tfaehse,Thomas Fähse,https://towardsdatascience.com/@tfaehse?source=collection_archive---------12-----------------------,,0
ning-zhang,Ning.Zhang,https://towardsdatascience.com/@ning-zhang?source=collection_archive---------13-----------------------,,0
mary-reagan,Mary Reagan,https://towardsdatascience.com/@mary-reagan?source=collection_archive---------14-----------------------,,0
